scene	mode	step	phase	frame_interval_ms	time_process_ms	time_physics_ms	canvas_items	canvas_primitives	canvas_draw_calls	render_cpu_ms	render_gpu_ms	frame_setup_cpu_ms
station_02	full_world	2	idle	1.494	239.344	0.8	102.0	752.0	72.0	0.43900001049042	0.72200000286102	0.006
station_02	full_world	3	idle	1.819	239.344	0.8	102.0	752.0	72.0	0.4210000038147	0.49399998784065	0.004
station_02	full_world	4	idle	1.464	239.344	0.8	102.0	752.0	72.0	0.42199999094009	0.48500001430511	0.008
station_02	full_world	5	idle	1.811	239.344	0.8	102.0	752.0	72.0	0.43000000715256	0.62900000810623	0.007
station_02	full_world	6	idle	1.229	239.344	0.8	102.0	752.0	72.0	0.42899999022484	0.49799999594688	0.006
station_02	full_world	7	idle	1.094	239.344	0.8	102.0	752.0	72.0	0.51800000667572	0.63400000333786	0.004
station_02	full_world	8	idle	1.093	239.344	0.8	102.0	752.0	72.0	0.47499999403954	0.92299997806549	0.005
station_02	full_world	9	idle	1.094	239.344	0.8	102.0	752.0	72.0	0.43200001120567	0.53600001335144	0.005
station_02	full_world	10	idle	0.972	239.344	0.8	102.0	752.0	72.0	0.55299997329712	1.98800003528595	0.004
station_02	full_world	11	idle	1.764	239.344	0.8	102.0	752.0	72.0	0.98400002717972	0.70099997520447	0.006
station_02	full_world	12	idle	1.09	239.344	0.8	102.0	752.0	72.0	0.58399999141693	0.64399999380112	0.005
station_02	full_world	13	idle	1.021	239.344	0.8	102.0	752.0	72.0	0.49399998784065	0.47299998998642	0.004
station_02	full_world	14	idle	7.993	239.344	0.8	102.0	752.0	72.0	0.46999999880791	0.62999999523163	0.01
station_02	full_world	15	idle	1.602	239.344	0.8	102.0	752.0	72.0	0.46500000357628	0.50300002098083	0.006
station_02	full_world	16	idle	1.206	239.344	0.8	102.0	752.0	72.0	0.42899999022484	0.76800000667572	0.005
station_02	full_world	17	idle	1.198	239.344	0.8	102.0	752.0	72.0	0.55299997329712	8.53400039672852	0.005
station_02	full_world	18	idle	1.136	239.344	0.8	102.0	752.0	72.0	0.42300000786781	0.66100001335144	0.005
station_02	full_world	19	idle	1.202	239.344	0.8	102.0	752.0	72.0	0.4040000140667	0.6129999756813	0.004
station_02	full_world	20	idle	1.598	239.344	0.8	102.0	752.0	72.0	0.73500001430511	0.48600000143051	0.006
station_02	full_world	21	idle	1.16	239.344	0.8	102.0	752.0	72.0	0.65399998426437	0.4709999859333	0.004
station_02	full_world	22	idle	1.48	239.344	0.8	102.0	752.0	72.0	0.47699999809265	0.60399997234344	0.004
station_02	full_world	23	idle	1.193	239.344	0.8	102.0	752.0	72.0	0.46900001168251	0.44100001454353	0.005
station_02	full_world	24	idle	1.381	239.344	0.8	102.0	752.0	72.0	0.42500001192093	0.46900001168251	0.004
station_02	full_world	25	idle	1.324	239.344	0.8	102.0	752.0	72.0	0.4709999859333	0.53500002622604	0.005
station_02	full_world	26	idle	1.298	239.344	0.8	102.0	752.0	72.0	0.46299999952316	0.46900001168251	0.006
station_02	full_world	27	idle	1.504	239.344	0.8	102.0	752.0	72.0	0.43900001049042	0.67799997329712	0.006
station_02	full_world	28	idle	1.339	239.344	0.8	102.0	752.0	72.0	0.8870000243187	0.49700000882149	0.004
station_02	full_world	29	idle	1.502	239.344	0.8	102.0	752.0	72.0	0.42500001192093	0.68099999427795	0.005
station_02	full_world	30	walk_right	2.927	239.344	0.8	102.0	752.0	72.0	0.58600002527237	0.66699999570847	0.006
station_02	full_world	31	walk_right	1.184	239.344	0.8	102.0	752.0	72.0	0.533999979496	0.5	0.005
station_02	full_world	32	walk_right	8.656	239.344	0.8	102.0	752.0	72.0	0.68599998950958	0.55000001192093	0.011
station_02	full_world	33	walk_right	1.68	239.344	0.8	102.0	752.0	72.0	0.63300001621246	0.47900000214577	0.038
station_02	full_world	34	walk_right	1.251	239.344	0.8	102.0	752.0	72.0	0.56999999284744	0.49099999666214	0.005
station_02	full_world	35	walk_right	1.347	239.344	0.8	102.0	752.0	72.0	0.45100000500679	0.48100000619888	0.005
station_02	full_world	36	walk_right	1.129	239.344	0.8	102.0	752.0	72.0	0.53600001335144	0.50700002908707	0.005
station_02	full_world	37	walk_right	1.094	239.344	0.8	102.0	752.0	72.0	0.42399999499321	0.53200000524521	0.004
station_02	full_world	38	walk_right	1.998	239.344	0.8	102.0	752.0	72.0	0.75999999046326	0.50400000810623	0.005
station_02	full_world	39	walk_right	1.123	239.344	0.8	102.0	752.0	72.0	0.58499997854233	0.44499999284744	0.005
station_02	full_world	40	walk_right	1.177	239.344	0.8	102.0	752.0	72.0	0.43200001120567	0.591000020504	0.005
station_02	full_world	41	walk_right	1.039	239.344	0.8	102.0	752.0	72.0	0.52999997138977	0.54100000858307	0.005
station_02	full_world	42	walk_right	1.137	239.344	0.8	102.0	752.0	72.0	0.43000000715256	0.56199997663498	0.009
station_02	full_world	43	walk_right	1.26	239.344	0.8	102.0	752.0	72.0	0.44900000095367	0.51899999380112	0.006
station_02	full_world	44	walk_right	1.303	239.344	0.8	102.0	752.0	72.0	0.57200002670288	0.62900000810623	0.006
station_02	full_world	45	walk_right	1.667	239.344	0.8	102.0	752.0	72.0	0.53299999237061	0.51399999856949	0.005
station_02	full_world	46	walk_right	1.131	239.344	0.8	102.0	752.0	72.0	0.48699998855591	0.73600000143051	0.005
station_02	full_world	47	walk_right	1.919	239.344	0.8	102.0	752.0	72.0	0.44100001454353	0.53100001811981	0.006
station_02	full_world	48	walk_right	1.068	239.344	0.8	102.0	752.0	72.0	0.50499999523163	0.7940000295639	0.004
station_02	full_world	49	walk_right	1.087	239.344	0.8	102.0	752.0	72.0	0.51099997758865	0.80099999904633	0.004
station_02	full_world	50	walk_right	1.341	239.344	0.8	102.0	752.0	72.0	0.54299998283386	1.9099999666214	0.006
station_02	full_world	51	walk_right	1.773	239.344	0.8	102.0	752.0	72.0	0.85900002717972	0.60199999809265	0.008
station_02	full_world	52	walk_right	1.101	239.344	0.8	102.0	752.0	72.0	0.39700001478195	0.50400000810623	0.005
station_02	full_world	53	walk_right	7.368	239.344	0.8	102.0	752.0	72.0	0.59299999475479	0.46700000762939	0.009
station_02	full_world	54	walk_right	1.664	239.344	0.8	102.0	752.0	72.0	0.47600001096725	0.60799998044968	0.007
station_02	full_world	55	walk_right	1.205	239.344	0.8	102.0	752.0	72.0	0.4379999935627	0.59500002861023	0.006
station_02	full_world	56	walk_right	1.79	239.344	0.8	102.0	752.0	72.0	0.62999999523163	9.17800045013428	0.005
station_02	full_world	57	walk_right	2.713	239.344	0.8	102.0	752.0	72.0	0.6710000038147	0.68500000238419	0.005
station_02	full_world	58	walk_right	1.099	239.344	0.8	102.0	752.0	72.0	0.5009999871254	0.61000001430511	0.005
station_02	full_world	59	walk_right	1.281	239.344	0.8	102.0	752.0	72.0	0.88300001621246	0.61699998378754	0.005
station_02	full_world	60	walk_right	1.238	239.344	0.8	102.0	752.0	72.0	0.68900001049042	0.46399998664856	0.004
station_02	full_world	61	walk_right	1.148	239.344	0.8	102.0	752.0	72.0	0.46099999547005	0.47999998927116	0.004
station_02	full_world	62	walk_right	1.311	239.344	0.8	102.0	752.0	72.0	0.50599998235703	0.75199997425079	0.004
station_02	full_world	63	walk_right	1.523	239.344	0.8	102.0	752.0	72.0	0.47900000214577	0.52200001478195	0.007
station_02	full_world	64	walk_right	1.159	239.344	0.8	102.0	752.0	72.0	0.45600000023842	0.58499997854233	0.004
station_02	full_world	65	walk_right	1.99	239.344	0.8	102.0	752.0	72.0	0.62199997901917	0.64999997615814	0.006
station_02	full_world	66	walk_right	1.321	239.344	0.8	102.0	752.0	72.0	0.45199999213219	0.80900001525879	0.005
station_02	full_world	67	walk_right	1.101	239.344	0.8	102.0	752.0	72.0	0.51599997282028	0.61900001764297	0.005
station_02	full_world	68	walk_right	2.383	239.344	0.8	102.0	752.0	72.0	0.64999997615814	1.66299998760223	0.004
station_02	full_world	69	walk_right	1.383	239.344	0.8	102.0	752.0	72.0	0.75599998235703	0.5450000166893	0.008
station_02	full_world	70	walk_right	1.083	239.344	0.8	102.0	752.0	72.0	0.47999998927116	0.66399997472763	0.005
station_02	full_world	71	walk_right	6.907	239.344	0.8	102.0	752.0	72.0	0.53500002622604	0.5009999871254	0.008
station_02	full_world	72	jump_launch	1.453	239.344	0.8	102.0	752.0	72.0	0.49500000476837	1.22099995613098	0.005
station_02	full_world	73	jump_launch	1.242	239.344	0.8	102.0	752.0	72.0	0.38600000739098	0.50700002908707	0.005
station_02	full_world	74	jump_launch	1.955	239.344	0.8	102.0	752.0	72.0	1.01600003242493	0.67400002479553	0.005
station_02	full_world	75	airborne_and_land	1.443	239.344	0.8	102.0	752.0	72.0	0.54100000858307	0.48500001430511	0.005
station_02	full_world	76	airborne_and_land	1.719	239.344	0.8	102.0	752.0	72.0	0.42500001192093	0.49099999666214	0.005
station_02	full_world	77	airborne_and_land	1.488	239.344	0.8	102.0	752.0	72.0	0.67799997329712	0.44800001382828	0.005
station_02	full_world	78	airborne_and_land	1.408	239.344	0.8	102.0	752.0	72.0	0.61799997091293	0.4370000064373	0.005
station_02	full_world	79	airborne_and_land	1.372	239.344	0.8	102.0	752.0	72.0	0.46900001168251	0.56900000572205	0.005
station_02	full_world	80	airborne_and_land	1.416	239.344	0.8	102.0	752.0	72.0	0.50499999523163	0.72299998998642	0.005
station_02	full_world	81	airborne_and_land	1.745	239.344	0.8	102.0	752.0	72.0	0.47900000214577	0.59899997711182	0.005
station_02	full_world	82	airborne_and_land	2.59	239.344	0.8	102.0	752.0	72.0	0.68400001525879	0.63400000333786	0.007
station_02	full_world	83	airborne_and_land	4.013	239.344	0.8	102.0	752.0	72.0	0.49599999189377	0.66500002145767	0.008
station_02	full_world	84	airborne_and_land	1.406	239.344	0.8	102.0	752.0	72.0	0.57400000095367	0.52999997138977	0.005
station_02	full_world	85	airborne_and_land	2.447	239.344	0.8	102.0	752.0	72.0	0.49000000953674	0.53100001811981	0.009
station_02	full_world	86	airborne_and_land	1.817	239.344	0.8	102.0	752.0	72.0	0.48500001430511	1.0809999704361	0.008
station_02	full_world	87	airborne_and_land	7.832	239.344	0.8	102.0	752.0	72.0	0.59799998998642	1.91700005531311	0.011
station_02	full_world	88	airborne_and_land	3.032	239.344	0.8	102.0	752.0	72.0	0.67299997806549	0.50300002098083	0.008
station_02	full_world	89	airborne_and_land	1.777	239.344	0.8	102.0	752.0	72.0	0.60100001096725	0.4709999859333	0.008
station_02	full_world	90	airborne_and_land	1.636	239.344	0.8	102.0	752.0	72.0	0.55800002813339	0.63599997758865	0.006
station_02	full_world	91	airborne_and_land	2.21	239.344	0.8	102.0	752.0	72.0	1.11899995803833	0.62699997425079	0.005
station_02	full_world	92	airborne_and_land	1.367	239.344	0.8	102.0	752.0	72.0	0.68900001049042	0.5809999704361	0.005
station_02	full_world	93	airborne_and_land	1.444	239.344	0.8	102.0	752.0	72.0	0.85100001096725	0.65100002288818	0.006
station_02	full_world	94	airborne_and_land	1.901	239.344	0.8	102.0	752.0	72.0	1.03900003433228	0.99099999666214	0.006
station_02	full_world	95	airborne_and_land	2.232	239.344	0.8	102.0	752.0	72.0	0.56400001049042	0.4990000128746	0.006
station_02	full_world	96	airborne_and_land	1.564	239.344	0.8	102.0	752.0	72.0	0.533999979496	0.51599997282028	0.006
station_02	full_world	97	airborne_and_land	1.431	239.344	0.8	102.0	752.0	72.0	0.55599999427795	0.47900000214577	0.005
station_02	full_world	98	airborne_and_land	1.403	239.344	0.8	102.0	752.0	72.0	0.49200001358986	0.47299998998642	0.005
station_02	full_world	99	airborne_and_land	1.305	239.344	0.8	102.0	752.0	72.0	0.51800000667572	0.69099998474121	0.005
station_02	full_world	100	airborne_and_land	2.502	239.344	0.8	102.0	752.0	72.0	0.59899997711182	0.90200001001358	0.005
station_02	full_world	101	airborne_and_land	1.406	239.344	0.8	102.0	752.0	72.0	0.93300002813339	0.55500000715256	0.006
station_02	full_world	102	airborne_and_land	1.59	239.344	0.8	102.0	752.0	72.0	0.54799997806549	0.47400000691414	0.006
station_02	full_world	103	airborne_and_land	1.437	239.344	0.8	102.0	752.0	72.0	0.49799999594688	0.52200001478195	0.005
station_02	full_world	104	airborne_and_land	1.625	239.344	0.8	102.0	752.0	72.0	0.49200001358986	0.48800000548363	0.006
station_02	full_world	105	airborne_and_land	8.48	239.344	0.8	102.0	752.0	72.0	0.47799998521805	0.69700002670288	0.009
station_02	full_world	106	airborne_and_land	1.694	239.344	0.8	102.0	752.0	72.0	0.66299998760223	0.483000010252	0.006
station_02	full_world	107	airborne_and_land	1.592	239.344	0.8	102.0	752.0	72.0	0.50900000333786	0.4539999961853	0.005
station_02	full_world	108	airborne_and_land	2.132	239.344	0.8	102.0	752.0	72.0	0.70700001716614	10.5469999313354	0.006
station_02	full_world	109	airborne_and_land	1.69	239.344	0.8	102.0	752.0	72.0	0.52600002288818	0.61699998378754	0.005
station_02	full_world	110	airborne_and_land	2.046	239.344	0.8	102.0	752.0	72.0	0.48600000143051	0.58899998664856	0.007
station_02	full_world	111	airborne_and_land	1.605	239.344	0.8	102.0	752.0	72.0	0.69800001382828	0.50400000810623	0.006
station_02	full_world	112	airborne_and_land	1.493	239.344	0.8	102.0	752.0	72.0	0.61799997091293	0.55299997329712	0.005
station_02	full_world	113	airborne_and_land	1.591	239.344	0.8	102.0	752.0	72.0	0.58799999952316	0.51099997758865	0.006
station_02	full_world	114	airborne_and_land	1.438	239.344	0.8	102.0	752.0	72.0	0.54199999570847	0.47400000691414	0.005
station_02	full_world	115	airborne_and_land	1.687	239.344	0.8	102.0	752.0	72.0	0.62900000810623	0.49300000071526	0.005
station_02	full_world	116	airborne_and_land	2.584	239.344	0.8	102.0	752.0	72.0	0.91000002622604	0.51599997282028	0.008
station_02	full_world	117	airborne_and_land	1.354	239.344	0.8	102.0	752.0	72.0	0.57300001382828	0.55099999904633	0.006
station_02	full_world	118	airborne_and_land	6.352	239.344	0.8	102.0	752.0	72.0	0.50700002908707	0.47400000691414	0.012
station_02	full_world	119	airborne_and_land	1.802	239.344	0.8	102.0	752.0	72.0	0.5460000038147	0.56000000238419	0.006
station_02	full_world	120	airborne_and_land	1.412	239.344	0.8	102.0	752.0	72.0	0.45600000023842	0.47600001096725	0.005
station_02	full_world	121	airborne_and_land	1.43	239.344	0.8	102.0	752.0	72.0	0.5789999961853	0.55900001525879	0.006
station_02	full_world	122	airborne_and_land	1.514	239.344	0.8	102.0	752.0	72.0	0.59299999475479	0.60500001907349	0.004
station_02	full_world	123	airborne_and_land	1.619	239.344	0.8	102.0	752.0	72.0	0.50800001621246	0.5	0.006
station_02	full_world	124	airborne_and_land	2.327	239.344	0.8	102.0	752.0	72.0	0.72899997234344	0.46299999952316	0.005
station_02	full_world	125	airborne_and_land	1.389	239.344	0.8	102.0	752.0	72.0	0.57599997520447	0.43599998950958	0.005
station_02	full_world	126	airborne_and_land	1.421	239.344	0.8	102.0	752.0	72.0	0.5009999871254	0.50999999046326	0.005
station_02	full_world	127	airborne_and_land	1.97	239.344	0.8	102.0	752.0	72.0	0.48899999260902	0.46700000762939	0.005
station_02	full_world	128	airborne_and_land	1.978	239.344	0.8	102.0	752.0	72.0	0.51399999856949	0.51599997282028	0.006
station_02	full_world	129	airborne_and_land	1.46	239.344	0.8	102.0	752.0	72.0	0.61599999666214	0.46000000834465	0.005
station_02	full_world	130	airborne_and_land	2.796	239.344	0.8	102.0	752.0	72.0	0.55299997329712	0.51700001955032	0.006
station_02	full_world	131	airborne_and_land	1.329	239.344	0.8	102.0	752.0	72.0	0.54699999094009	0.47699999809265	0.005
station_02	full_world	132	airborne_and_land	1.42	239.344	0.8	102.0	752.0	72.0	0.48899999260902	0.53799998760223	0.005
station_02	full_world	133	airborne_and_land	2.83	239.344	0.8	102.0	752.0	72.0	0.61400002241135	0.69099998474121	0.008
station_02	full_world	134	airborne_and_land	1.327	239.344	0.8	102.0	752.0	72.0	0.70800000429153	0.48600000143051	0.005
station_02	full_world	135	airborne_and_land	6.545	239.344	0.8	102.0	752.0	72.0	0.52200001478195	0.46099999547005	0.008
station_02	full_world	136	airborne_and_land	2.137	239.344	0.8	102.0	752.0	72.0	0.49599999189377	0.4539999961853	0.006
station_02	full_world	137	airborne_and_land	1.541	239.344	0.8	102.0	752.0	72.0	0.52100002765656	0.46200001239777	0.006
station_02	full_world	138	airborne_and_land	1.467	239.344	0.8	102.0	752.0	72.0	0.50700002908707	0.5789999961853	0.005
station_02	full_world	139	airborne_and_land	1.536	239.344	0.8	102.0	752.0	72.0	0.76999998092651	0.5	0.04
station_02	full_world	140	airborne_and_land	1.573	239.344	0.8	102.0	752.0	72.0	0.44499999284744	0.55900001525879	0.005
station_02	full_world	141	airborne_and_land	2.168	239.344	0.8	102.0	752.0	72.0	0.72299998998642	0.5450000166893	0.005
station_02	full_world	142	airborne_and_land	1.732	239.344	0.8	102.0	752.0	72.0	0.80500000715256	0.5450000166893	0.006
station_02	full_world	143	airborne_and_land	2.295	239.344	0.8	102.0	752.0	72.0	0.52300000190735	0.50999999046326	0.024
station_02	full_world	144	recovery	1.55	239.344	0.8	102.0	752.0	72.0	0.48500001430511	0.43900001049042	0.006
station_02	full_world	145	recovery	1.42	239.344	0.8	102.0	752.0	72.0	0.49599999189377	0.5440000295639	0.005
station_02	full_world	146	recovery	1.48	239.344	0.8	102.0	752.0	72.0	0.56699997186661	0.45699998736382	0.005
station_02	full_world	147	recovery	1.467	239.344	0.8	102.0	752.0	72.0	0.54799997806549	0.50800001621246	0.005
station_02	full_world	148	recovery	2.377	239.344	0.8	102.0	752.0	72.0	0.72299998998642	0.73400002717972	0.008
station_02	full_world	149	recovery	2.774	239.344	0.8	120.0	896.0	75.0	0.94900000095367	0.5	0.008
station_02	full_world	150	recovery	1.454	239.344	0.8	120.0	896.0	75.0	0.5120000243187	0.48699998855591	0.005
station_02	full_world	151	recovery	6.535	239.344	0.8	120.0	896.0	75.0	0.4839999973774	0.45899999141693	0.009
station_02	full_world	152	recovery	1.993	239.344	0.8	120.0	896.0	75.0	0.46200001239777	0.45699998736382	0.007
